Text	Sentiment	Category
Every company needs to have a skunkworks, to try things that have a high probability of failing. You try to minimize failure, but at the same time, if you're not willing to try things that are inherently risky, you're not going to make progress.	0	worldview
I have always been pushed by the negative. The apparent failure of a play sends me back to my typewriter that very night, before the reviews are out. I am more compelled to get back to work than if I had a success.	0	personal-experience
It feels bad when a film doesn't work; everyone puts in a lot of effort to make a movie. The positive side to failure - they make me work harder.	0	personal-experience
There's no amount of money that makes you feel better when people think of you as a joke or a hack or a failure or ugly or stupid or morally empty.	0	worldview
Any critic is entitled to wrong judgments, of course. But certain lapses of judgment indicate the radical failure of an entire sensibility.	0	worldview
I saw why people died and how they died. I saw gunshot wounds and liver failure. It was a good learning experience, so I came regularly on weekends and holidays.	1	personal-experience
The worst time was 1983. Love and life and everything went wrong. I reached absolute rock bottom. I saw the Minotaur at the bottom of the abyss. I learnt of the harshness of the world and its impartiality to human failure.	1	personal-experience
No matter how well things are going, failure and disaster are just around the corner. So celebrate the good, but be ready for the bad.	0	advice
People say they want to be in risky environments and do all kinds of exciting stuff. But they don't actually know what risk means: that risk actually does bring failure and mistakes.	0	advice
I was raised in the '70s, and I've worked with people I love, and I've been on sets with my parents, with people who run a set and require of actors a sense of liberty and freedom and exploration and failure into brave achievement.	0	personal-experience
Whether you're successful or not, you'll never actually feel the joys of accomplishment unless you love yourself. Success can be very difficult to deal with. You have to stay in the center. If you let your success define you, then you're really just setting yourself up for failure.	0	worldview
Indulging in unrestrained and immoderate laughter is a sign of intemperance, of a want of control over one's emotions, and of failure to repress the soul's frivolity by a stern use of reason.	1	worldview
You can't have any successes unless you can accept failure.	0	worldview
We need to stop frowning upon failure whilst criticising those that succeed.	0	advice
If you want to increase your success rate, double your failure rate.	0	advice
You may have a fresh start any moment you choose, for this thing that we call 'failure' is not the falling down, but the staying down.	0	advice
Failure is a great teacher, and I think when you make mistakes and you recover from them and you treat them as valuable learning experiences, then you've got something to share.	0	advice
The tragedy of life is often not in our failure, but rather in our complacency; not in our doing too much, but rather in our doing too little; not in our living above our ability, but rather in our living below our capacities.	0	worldview
If something's important enough, you should try. Even if - the probable outcome is failure.	0	advice
The road to success and the road to failure are almost exactly the same.	0	worldview
Defeat is not the worst of failures. Not to have tried is the true failure.	0	advice
Success is not a good teacher, failure makes you humble.	0	worldview
Success is not the absence of failure; it's the persistence through failure.	0	worldview
Leadership is solving problems. The day soldiers stop bringing you their problems is the day you have stopped leading them. They have either lost confidence that you can help or concluded you do not care. Either case is a failure of leadership.	0	worldview
The only failure is not to try.	0	advice
I cannot give you the formula for success, but I can give you the formula for failure - which is: Try to please everybody.	0	advice
There is no innovation and creativity without failure. Period.	0	advice
As an outside; don't worry about failure, because failure will take care of itself. Focus on success.	1	advice
You have to be able to accept failure to get better.	0	advice
Doubt kills more dreams than failure ever will.	0	advice
If you set your goals ridiculously high and it's a failure, you will fail above everyone else's success.	0	advice
Failure is success if we learn from it.	0	advice
War is failure of diplomacy.	0	worldview
Testing leads to failure, and failure leads to understanding.	0	worldview
We need to accept that we won't always make the right decisions, that we'll screw up royally sometimes - understanding that failure is not the opposite of success, it's part of success.	0	worldview
Success is simply a matter of luck. Ask any failure.	0	worldview
In our business, things look like a failure until they're not. It's pretty binary transitions.	0	personal-experience
Think like a queen. A queen is not afraid to fail. Failure is another steppingstone to greatness.	0	advice
Failure is only postponed success as long as courage 'coaches' ambition. The habit of persistence is the habit of victory.	0	worldview
Success and failure are both part of life. Both are not permanent.	0	worldview
Be greedy for social change, and your life will be endlessly enriched. The only failure lies in not trying, or giving up.	0	worldview
If you're so afraid of failure, you will never succeed. You have to take chances.	0	advice
We learn wisdom from failure much more than from success. We often discover what will do, by finding out what will not do; and probably he who never made a mistake never made a discovery.	0	worldview
Progress requires setbacks; the only sure way to avoid failure is not to try.	0	worldview
I thank God for my failures. Maybe not at the time but after some reflection. I never feel like a failure just because something I tried has failed.	0	personal-experience
Success consists of going from failure to failure without loss of enthusiasm.	0	worldview
Never be afraid to fail. Failure is only a stepping stone to improvement. Never be overconfident because that will block your improvement.	0	advice
We all learn lessons in life. Some stick, some don't. I have always learned more from rejection and failure than from acceptance and success.	0	personal-experience
Failure is a part of success.	0	worldview
Success is never final, failure is never fatal. It's courage that counts.	0	worldview
Women, like men, should try to do the impossible. And when they fail, their failure should be a challenge to others.	0	advice
You can be discouraged by failure, or you can learn from it. So go ahead and make mistakes, make all you can. Because, remember that's where you'll find success - on the far side of failure.	0	advice
Don't fear failure so much that you refuse to try new things. The saddest summary of a life contains three descriptions: could have, might have, and should have.	0	advice
I have self-doubt. I have insecurity. I have fear of failure. I have nights when I show up at the arena and I'm like, 'My back hurts, my feet hurt, my knees hurt. I don't have it. I just want to chill.' We all have self-doubt. You don't deny it, but you also don't capitulate to it. You embrace it.	0	advice
The will to persevere is often the difference between failure and success.	0	worldview
A little more persistence, a little more effort, and what seemed hopeless failure may turn to glorious success.	1	worldview
There can be no failure to a man who has not lost his courage, his character, his self respect, or his self-confidence. He is still a King.	1	worldview
Your personal life, your professional life, and your creative life are all intertwined. I went through a few very difficult years where I felt like a failure. But it was actually really important for me to go through that. Struggle, for me, is the most inspirational thing in the world at the end of the day - as long as you treat it that way.	0	personal-experience
The one phrase you can use is that success has a thousand fathers, and failure is an orphan.	1	worldview
Failure doesn't mean you are a failure it just means you haven't succeeded yet.	0	worldview
Destiny: A tyrant's authority for crime and a fool's excuse for failure.	0	worldview
You can try to make the right decision all the time, but it's better to just make a decision. I have done wrong so many times, but nine times out of 10, I have learned from my failure. Don't wait for something; just go for it.	0	advice
Your ability to adapt to failure, and navigate your way out of it, absolutely 100 percent makes you who you are.	0	advice
Even when you have doubts, take that step. Take chances. Mistakes are never a failure - they can be turned into wisdom.	0	advice
Sticking to good habits can be hard work, and mistakes are part of the process. Don't declare failure simply because you messed up or because you're having trouble reaching your goals. Instead, use your mistakes as opportunities to grow stronger and become better.	0	advice
I believe in never giving up, no matter what the odds. My mantra is, 'Failure is temporary. Giving up is permanent.'	1	affirmation
Enjoy failure and learn from it. You can never learn from success.	1	advice
For the longest time, I was horrified to hear the word 'failure,' but I've come to realize that we all fail. It's just a part of life. We all fall. It's how you rebound that shows the type of person you are.	0	personal-experience
If we don't succeed we run the risk of failure.	0	worldview
Remember your dreams and fight for them. You must know what you want from life. There is just one thing that makes your dream become impossible: the fear of failure.	0	advice
Failure is instructive. The person who really thinks learns quite as much from his failures as from his successes.	0	worldview
Failure's not a bad thing. It builds character. It makes you stronger.	0	worldview
You must accept that you might fail; then, if you do your best and still don't win, at least you can be satisfied that you've tried. If you don't accept failure as a possibility, you don't set high goals, you don't branch out, you don't try - you don't take the risk.	0	worldview
Striving for success is healthy - but believing you need to succeed the first time around may backfire. Mentally strong people believe failure is part of the process toward a long journey to success. By viewing failure as a temporary setback, they're able to bounce back and move forward with ease.	0	worldview
But by reframing the learning process and focusing on the cool end goal, the fear of failure is often taken off the table, and learning just comes more naturally.	1	worldview
The freedom to fail is vital if you're going to succeed. Most successful people fail from time to time, and it is a measure of their strength that failure merely propels them into some new attempt at success.	0	worldview
The entrepreneurial life is one of challenge, work, dedication, perseverance, exhilaration, agony, accomplishment, failure, sacrifice, control, powerlessness... but ultimately, extraordinary satisfaction.	0	worldview
I don't want the fear of failure to stop me from doing what I really care about.	0	affirmation
Failure is unimportant. It takes courage to make a fool of yourself.	0	worldview
In a crowded marketplace, fitting in is a failure. In a busy marketplace, not standing out is the same as being invisible.	0	worldview
Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.	0	advice
I'm not going to get somewhere and say, 'OK, I'm done.' Success is never final; I'll just keep on going. The same way as failure never being fatal. Just keep going. I'm going to the stars and then past them.	0	personal-experience
Run toward the hardest problems. This approach has helped me to learn a tremendous amount from both success and failure.	0	personal-experience
Failure is not an option. Everyone has to succeed.	1	worldview
I've had a lot of success; I've had failures, so I learn from the failure.	0	personal-experience
No experience is a cause of success or failure. We do not suffer from the shock of our experiences, so-called trauma - but we make out of them just what suits our purposes.	1	worldview
I'd rather be a failure at something I love than a success at something I hate.	0	affirmation
I recognise life is like a magnet. Positive and negative are on the opposite sides of the magnet. You can try to cut the negative part off, but it's still there. When you accept both of them, it's like, 'You know what? Don't get too identified with success or too identified with failure - just be cool with them.'	0	worldview
If you try to do your best there is no failure.	1	advice
Fear of failure, it's the greatest motivational tool. It drives me and drives me and drives me.	1	affirmation
No man is a failure who is enjoying life.	0	worldview
Love is such a powerful subject matter because it comes in so many different shapes and sizes. It's about timing, fate, failure, redemption.	0	worldview
Failure isn't an option. I've erased the word 'fear' from my vocabulary, and I think when you erase fear, you can't fail.	1	worldview
My dad encouraged us to fail. Growing up, he would ask us what we failed at that week. If we didn't have something, he would be disappointed. It changed my mindset at an early age that failure is not the outcome, failure is not trying. Don't be afraid to fail.	0	personal-experience
Life is so fresh, life is every day so new if we are fighting, only for the best. Sometimes I think the only real satisfaction in life is failure, failure in your endeavor to do your best.	0	personal-experience
Tenacity is not about avoiding being overwhelmed but being indomitable in the face of the overwhelming odds of your venture's failure.	0	worldview
Failure doesn't exist. It's only a change of direction.	1	worldview
When you accept that failure is a good thing, it can actually be a huge propeller toward success.	0	worldview
A minute's success pays the failure of years.	0	worldview
Failure comes only when we forget our ideals and objectives and principles.	1	worldview
The thing I always say to people is this: 'If you avoid failure, you also avoid success.'	0	personal-experience
Ambition has become a dirty word, and I believe it is a great evolutionary force for the positive. If people fail or go astray in their ambition I can live with it but not with people lowering their expectations, wasting time, slacking off and glorifying failure and stupidity.	1	personal-experience
Failure means a stripping away of the inessential.	0	worldview
Without failure there is no achievement.	1	worldview
It's only when you risk failure that you discover things. When you play it safe, you're not expressing the utmost of your human experience.	1	worldview
Failure's a marker of success in its own right because you went out and tried something... If you really don't want to fail, go find a comfortable chair and stay there. Just don't go out and do anything.	0	advice
Success has many fathers and failure is an orphan.	0	worldview
Failure to accord credit to anyone for what he may have done is a great weakness in any man.	0	worldview
Keep in mind that neither success nor failure is ever final.	0	advice
We dissect failure a lot more than we dissect success.	0	worldview
There is a huge difference between failing and failure. Failing is trying something that you learn doesn't work. Failure is throwing in the towel and giving up. True success comes from failing repeatedly and as quickly as possible, before your cash or your willpower runs out.	0	worldview
No one can make you successful; the will to success comes from within.' I've made this my motto. I've internalized it to the point of understanding that the success of my actions and/or endeavors doesn't depend on anyone else, and that includes a possible failure.	0	personal-experience
There are no mistakes, save one: the failure to learn from a mistake.	0	worldview
Failure seldom stops you. What stops you is the fear of failure.	0	worldview
Treat failure as a lesson on how not to approach achieving a goal, and then use that learning to improve your chances of success when you try again. Failure is only the end if you decide to stop.	0	advice
Part of being a man is learning to take responsibility for your successes and for your failures. You can't go blaming others or being jealous. Seeing somebody else's success as your failure is a cancerous way to live.	0	worldview
If a building looks better under construction than it does when finished, then it's a failure.	0	worldview
We all have anxiety about things. We all have little insecurities, but eventually you have to face your fears if you want to be successful, and everybody has some fear of failure.	0	worldview
We will all fail in life, but nobody has to be a failure. Failing at a thing doesn't make you a failure. You are only a failure when you quit trying.	0	worldview
There is no failure except in no longer trying. There is no defeat except from within, no really insurmountable barrier save our own inherent weakness of purpose.	0	worldview
Success is due to our stretching to the challenges of life. Failure comes when we shrink from them.	0	worldview
If you aren't learning, you are regressing, because more growth comes from failure than from success.	1	worldview
Fear of failure must never be a reason not to try something.	0	worldview
What strikes me is that there's a very fine line between success and failure. Just one ingredient can make the difference.	0	personal-experience
Success is usually the culmination of controlling failure.	0	worldview
You cannot learn anything from success, you only learn from failure.	1	worldview
If I've got a message to the younger generation, it's this: don't be scared of failure. Get out there, try things, and never be afraid to ask for help.	0	personal-experience
There's no such thing as failure - just waiting for success.	1	worldview
Success is 99 percent failure.	0	worldview
Young players need freedom of expression to develop as creative players... they should be encouraged to try skills without fear of failure.	0	worldview
Fear seems to have many causes. Fear of loss, fear of failure, fear of being hurt, and so on, but ultimately all fear is the ego's fear of death, of annihilation. To the ego, death is always just around the corner. In this mind-identified state, fear of death affects every aspect of your life.	0	worldview
War is the greatest failure of mankind.	0	worldview
It's depression. You can't put it into words. You get stuck and time passes by. I'm stood there on the edge of a cliff, can't go back and can't go forward. Days go by. I'm still in the same place. Everyone else's life goes on, but you're stuck. You try and try and try and I don't know how, but you came out of it eventually.	0	personal-experience
We can alleviate physical pain, but mental pain - grief, despair, depression, dementia - is less accessible to treatment. It's connected to who we are - our personality, our character, our soul, if you like.	0	worldview
Getting better from depression demands a lifelong commitment. I've made that commitment for my life's sake and for the sake of those who love me.	0	personal-experience
Depression is internal. The upswings and downswings have pretty much nothing to do with what's going on in the external world. It's not like something sad happens to you and then you feel sad. Good things happen, but you feel sad anyway.	0	worldview
I often say that the opposite of depression is not happiness but vitality.	0	worldview
Being sad and being depressed are two different things. Also, people going through depression don't look so, while someone sad will look sad. The most common reaction is, 'How can you be depressed? You have everything going for you. You are the supposed number one heroine and have a plush home, car, movies... What else do you want?'	0	worldview
Good humor is a tonic for mind and body. It is the best antidote for anxiety and depression. It is a business asset. It attracts and keeps friends. It lightens human burdens. It is the direct route to serenity and contentment.	0	worldview
Depression has been called the world's number one public health problem. In fact, depression is so widespread it is considered the common cold of psychiatric disturbances. But there is a grim difference between depression and a cold. Depression can kill you.	0	worldview
Human bodies are designed for regular physical activity. The sedentary nature of much of modern life probably plays a significant role in the epidemic incidence of depression today. Many studies show that depressed patients who stick to a regimen of aerobic exercise improve as much as those treated with medication.	0	worldview
Depression begins with disappointment. When disappointment festers in our soul, it leads to discouragement.	0	worldview
The five stages - denial, anger, bargaining, depression, and acceptance - are a part of the framework that makes up our learning to live with the one we lost. They are tools to help us frame and identify what we may be feeling. But they are not stops on some linear timeline in grief.	0	worldview
When people dont know exactly what depression is, they can be judgmental.	0	worldview
Concern should drive us into action and not into a depression. No man is free who cannot control himself.	0	worldview
I've been told to 'man up' after talking about depression on Twitter. Man up means 'be strong because that's what a man is.' And they don't just mean physical strength, they mean emotional strength. What, because men get into fights or go to wars to fight? It should be 'woman up.'	0	personal-experience
Aim high and don't sell yourself short. Know that you're capable. Understand that a lot of people battle with a lot of things - depression, body image or whatever else - so know that it's not just you. You're not alone.	0	advice
Anger is energising. The opposite of anger is depression, which is anger turned inward.	0	worldview
Depression is melancholy minus its charms - the animation, the fits.	0	worldview
I didn't learn about depression or anxiety at school. So when I had to go to my parents to say 'I need help, I need to go to therapy,' I felt like this weird, messed up kid. And I wasn't, but I felt that way.	0	personal-experience
What you believe is very powerful. If you have toxic emotions of fear, guilt and depression, it is because you have wrong thinking, and you have wrong thinking because of wrong believing.	1	worldview
Depression, for me, has been a couple of different things - but the first time I felt it, I felt helpless, hopeless, and things I had never felt before. I lost myself and my will to live.	0	personal-experience
Art saved me; it got me through my depression and self-loathing, back to a place of innocence.	0	personal-experience
I'm not grateful for depression, but it honestly made me work harder and gave me the drive that I have to succeed and to make it work.	0	personal-experience
Depression is something that doesn't just go away. It's just... there and you deal with it. It's like... malaria or something. Maybe it won't be cured, but you've got to take the medication you're prescribed, and you stay out of situations that are going to trigger it.	0	worldview
Some days, 24 hours is too much to stay put in, so I take the day hour by hour, moment by moment. I break the task, the challenge, the fear into small, bite-size pieces. I can handle a piece of fear, depression, anger, pain, sadness, loneliness, illness. I actually put my hands up to my face, one next to each eye, like blinders on a horse.	0	personal-experience
A big part of depression is feeling really lonely, even if you're in a room full of a million people.	0	advice
I had bad anxiety and bad depression. That's like the worst thing you could have. You think too much about the past, you get depression. You think too much about the future, you get anxiety.	0	personal-experience
Don't be scared to look for help. Depression is real... It's crazy, and all these guys, us athletes, that keep thinking we're superheroes. I like to think I'm a superhero, but superheroes got to fight their demons, too, sometimes.	0	worldview
People talk about physical fitness, but mental health is equally important. I see people suffering, and their families feel a sense of shame about it, which doesn't help. One needs support and understanding. I am now working on an initiative to create awareness about anxiety and depression and help people.	0	personal-experience
These diseases, both alcoholism and addiction, much like bipolar or depression and different illnesses, are still not seen as real diseases. People shy away from seeking help because it's viewed as being somewhat morally off the path, that they've lost their way.	0	worldview
Time spent in nature is the most cost-effective and powerful way to counteract the burnout and sort of depression that we feel when we sit in front of a computer all day.	0	advice
Every time you feel depressed about something, try to identify a corresponding negative thought you had just prior to and during the depression. Because these thoughts have actually created your bad mood, by learning to restructure them, you can change your mood.	1	advice
Cognitive therapy is a fast-acting technology of mood modification that you can learn to apply on your own. It can help you eliminate the symptoms and experience personal growth so you can minimize future upsets and cope with depression more effectively in the future.	0	worldview
Noble deeds and hot baths are the best cures for depression.	1	worldview
You largely constructed your depression. It wasn't given to you. Therefore, you can deconstruct it.	1	advice
When you study postpartum depression, there is a very clear understanding that in communities where you see more support, there is less depression.	0	worldview
Depression is incredibly pervasive and thus important to talk about.	0	worldview
It does not mean you're broken to have depression and anxiety. I would encourage you to speak out. Don't hold it inside. Talk to friends. Talk to parents. If it's available, go to a therapist.	0	advice
We're all fighting for the same thin,g and I hope that the fight for equality, the fight to help people get over their anxiety or depression, whatever thing they're going through, I hope that we can all come together more as a community.	0	affirmation
If I let myself sink into depression, I won't be able to get out. And then I'll be awfully unhappy. I just have to turn my face to the light and walk on. And trust that things will be all right.	1	affirmation
Mental strength is not the same as mental health. Just like someone with diabetes could still be physically strong, someone with depression can still be mentally strong. Many people with mental health issues are incredibly mentally strong. Anyone can make choices to build mental strength, regardless of whether they have a mental health issue.	0	worldview
Depression is rage spread thin.	0	worldview
Depression can seem worse than terminal cancer, because most cancer patients feel loved and they have hope and self-esteem.	0	worldview
For those suffering from depression, I know how dark and endless that tunnel can feel. But if happiness seems impossible to find, please hold on to the possibility of hope, faint though it may be.	0	personal-experience
Depression opens the door to beauty of some kind.	1	worldview
Your depression is connected to your insolence and refusal to praise.	1	worldview
If the spectrum linking everyday depression to Major Depression sometimes hinders understanding of it, it also offers an opportunity for empathy. Because almost everyone, at some point, experiences feelings of sadness, of hopelessness, of emptiness, not to mention lethargy and irritability.	0	worldview
In my experience, divorce takes you out for about 10 years, but you hear people talk about it lightly. The same with depression. You only have to have one good breakdown before you realize you need help. It's pretty frightening.	0	personal-experience
Depression is so treacherous - it can be so alluring as well as punishing. After all, it's yours and yours alone - no one else can interfere with it.	0	worldview
I was always a very self-conscious person and was picked on for my body type. I used to feel low and sad all the time, but didn't know I was suffering from depression and Body Dysmorphic Disorder till I got help.	0	personal-experience
If depression has taught me one thing, it is this: what a rare and beautiful treasure is the simple human gift of joy. For me now, joy - our capacity to delight in one another and in the world - is the reason why we are here. It is as simple as that. And I feel compelled to spread the word.	0	personal-experience
Depression taught me the importance of compassion and hard work, and that you can overcome enormous obstacles.	0	personal-experience
Let teens know that suicide is almost always the result of a complex mix of factors rather than a single event such as a breakup or bullying. It can be related to a sometimes undiagnosed mental disorder such as depression.	0	worldview
I had a great many sex and love cases where people were absolutely devastated when somebody with whom they were compulsively in love didn't love them back. They were killing themselves with anxiety and depression.	0	affirmation
The panic of the Depression loosened my inhibitions against being different. I could be myself.	0	personal-experience
Certainly there is such a thing as chemical depression, and for that, obviously, there are issues that psychotherapists are much more expert at speaking to, but I think there is a low-grade depression that actually prevails in our society. And most of us feel it.	0	affirmation
Depression, as far as I'm concerned, is just a waste of time.	1	affirmation
Depression and anxiety affect a huge number of us. It's so important that the barriers that keep us from talking, seeking out help, and finding a way to cope when things feel desperate are removed.	0	worldview
I fought a disease. I fought a disease called depression that a lot of people fight every single day. And unlike other diseases, there is a stigma surrounding it.	0	personal-experience
When people say there is a 'reason' for the depression, they insult the person who suffers, making it seem that those in agony are somehow at fault for not 'cheering up.' The fact is that those who suffer - and those who love them - are no more at fault for depression than a cancer patient is for a tumor.	0	worldview
Negative thinking patterns can be immensely deceptive and persuasive, and change is rarely easy. But with patience and persistence, I believe that nearly all individuals suffering from depression can improve and experience a sense of joy and self-esteem once again.	0	worldview
Depression is a devastating illness, causing great suffering in the afflicted and anxiety to their nearest and dearest: it can hit at any age.	0	worldview
Depression is a leading cause of ill health and disability, and many do not have access to mental health services and face significant social stigma around their disease.	0	worldview
Depression is something that makes you lose your sight.	0	worldview
With anxiety and depression, what's been most helpful to me has been learning a toolbox - a set of skills I can use when I'm in periods of low mood or feel an anxiety attack coming on. When Years & Years took off it felt like I needed that toolbox really quickly.	0	personal-experience
And I always think of life like a giant wave. You know, it rises and it crests and it flies, and it's just magnificent, and then it crashes. And for a lot of people, when it crashes, that's the end, and they go down the deep, dark hole of depression.	0	worldview
I've battled with that type of stuff, but what I've found is that by doing stand-up, I've actually learned about depression and how to combat it. I don't have clinical, but I've definitely had my bouts with it.	0	personal-experience
Both depression and anxiety disorders, for example, are repeatedly described in the media as 'chemical imbalances in the brain,' as if spontaneous neural events with no relation to anything outside a person's brain cause depression and anxiety.	0	worldview
A lot of people like to judge you and make fun of you on the Internet, and people make you feel crazy whenever you're in a depression or having anxiety or having a panic attack.	0	personal-experience
To make 'depression' synonymous with 'dangerous' is as bad as saying 'Muslim' is synonymous with 'terrorist.'	0	worldview
I want to help people with depression understand that there is hope, so that they can get the help they need to live rich, fulfilling lives.	0	worldview
There's nothing, repeat, nothing to be ashamed of when you're going through a depression. If you get help, the chances of your licking it are really good. But, you have to get yourself onto a safe path.	0	advice
Depression is when you have lots of love, but no one's taking.	0	worldview
Depression is an illness. It is not a ticket to genius. It is not an interesting personality quirk. It is horrible and all-consuming and really hurts.	0	worldview
Thinking you've had depression makes about as much sense as thinking you've been run over by a bus. Trust me - you know when you've got depression.	0	worldview
Sometimes I think that I was forced to withdraw into depression because it was the only rightful protest I could throw in the face of a world that said it was alright for people to come and go as they please, that there were simply no real obligations left.	0	personal-experience
Sadness is a super important thing not to be ashamed about but to include in our lives. One of the bigger problems with sadness or depression is there's so much shame around it. If you have it you're a failure. You are felt as being very unattractive.	0	advice
I'm naturally a very happy person, but I've had times with depression and have got through it with therapy.	0	personal-experience
Therapy is not to 'talk about' things, but to change the person's life, and to relieve suffering, such as depression, anxiety, or relationship problems.	0	worldview
Depression is an illness and not a necessary part of healthy living.	0	worldview
Depression is real, and that really hit me hard. I was going through a phase where I wasn't talking to no one. Only my son. Me and my son would do stuff, but I was talking to no one.	0	personal-experience
The concept of the 'good ol' days' must be one of our society's biggest delusions, top reasons for depression, as well as most often used excuse for lack of success.	0	worldview
For me, I kind of just follow my passions and follow what I love to do and use my free time to kind of answer those questions and go through my bad moods and maybe a little light case of depression.	0	affirmation
Just like other illnesses, depression can be treated so that people can live happy, active lives.	0	worldview
I'd fallen in love with a woman but she broke up with me and I was devastated. Six months later, I went into a suicidal depression from the break-up of the relationship, but I resolved to not do what my friends had done. And so I reached out for help.	0	personal-experience
Depression is a physical illness.	0	worldview
Creative people are more prone to depression.	1	worldview
In religious circles, depression is often deemed to be a spiritual condition that can be cured with prayer.	0	worldview
It may feel like the more you know about depression and the many forms it can take, the more questions you have. That's how I feel.	0	worldview
I have rituals for cleaning out resentments, disappointments, heartbreak, depression and for work. One of the things I do is go over old stuff if I have been unable to write for a while.	0	personal-experience
One of the things that frequently gets lost in descriptions of depression is that the depressed person often knows that it is a ludicrous condition to feel so disabled by the ordinary business of quotidian life.	0	worldview
I think most human beings go through some sort of depression in their life. And if they don't, I think that's weird.	0	affirmation
I might look successful and happy being in front of you today, but I once suffered from severe depression and was in total despair.	0	personal-experience
Keep reiterating, again and again, that depression is not something you 'admit to.' It is not something you have to blush about; it is a human experience. It is not you. It is simply something that happens to you.	0	worldview
There seems little doubt in my mind that depression, in particular at the severe end of the experience of this condition, is as real a disorder as diabetes is at the severe end of blood glucose levels.	0	worldview
Depression has existed as long as mankind itself, and certainly well before psychiatry, antidepressant medication, or the nation of America itself came into being.	0	worldview
In the end, I do not think we will find the neat boundary between 'normal sadness' and 'clinical depression,' if only because mood is an innate human characteristic, like weight or the length of our hair. However, to reject the very notion of depression as an illness on account of these difficulties is throwing the baby out with the bath water.	0	affirmation
Shutting out the depression strengthens it. While you hide from it, it grows.	1	worldview
Today's generation has tremendous pressure to perform well at work. And if one can't match up to expectations then it can lead to depression.	0	worldview
But man is not made for defeat. A man can be destroyed but not defeated.	1	worldview
Nothing in this world can take the place of persistence. Talent will not: nothing is more common than unsuccessful men with talent. Genius will not; unrewarded genius is almost a proverb. Education will not: the world is full of educated derelicts. Persistence and determination alone are omnipotent.	0	worldview
A failure is not always a mistake, it may simply be the best one can do under the circumstances. The real mistake is to stop trying.	1	worldview
It's fine to celebrate success but it is more important to heed the lessons of failure.	0	advice
Failure is the key to success; each mistake teaches us something.	0	worldview
Every failure is a step to success.	0	worldview
Success is not built on success. It's built on failure. It's built on frustration. Sometimes its built on catastrophe.	0	worldview
Success breeds complacency. Complacency breeds failure. Only the paranoid survive.	0	worldview
Failure is the condiment that gives success its flavor.	1	worldview
I have not failed. I've just found 10,000 ways that won't work.	0	affirmation
The greatest glory in living lies not in never falling, but in rising every time we fall.	0	worldview
Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.	1	worldview
An essential aspect of creativity is not being afraid to fail.	0	worldview
Do not be embarrassed by your failures, learn from them and start again.	0	advice
The season of failure is the best time for sowing the seeds of success.	0	worldview
Mistakes are the portals of discovery.	0	worldview
If someone says something hurtful to you or makes you feel down on yourself, then you just gotta stay positive and keep moving forward because they might not know much about you, or they may not understand the situation.	1	advice
The more you are positive and say, 'I want to have a good life,' the more you build that reality for yourself by creating the life that you want.	1	advice
My favorite parable for living a positive and influential life is the Golden Rule: 'Do unto others what you would have them do unto you.'	0	advice
Confidence isn't optimism or pessimism, and it's not a character attribute. It's the expectation of a positive outcome.	0	worldview
To gain strength in our struggles, we must have a positive perspective of the principles in the plan of salvation. We must realize that we have a personal Savior whom we can trust and turn to in our times of need.	1	worldview
Carpe Diem' is a phrase that I try to embrace. It means seize the day, to make the most of the present and to give little thought to the past or future. In the time that I have here, I want to love and live life to the fullest while being a positive influence on others. And I want a full life for everyone.	0	personal-experience
You will always have ups and downs in your life and your career, but just stay positive and go for it.	1	advice
My mother taught me to be honest, to be selfless, and to touch people in a positive way.	0	personal-experience
I am blood type O-positive, which I remember by staying 'optimistic positive.'	1	affirmation
Our thoughts are mainly controlled by our subconscious, which is largely formed before the age of 6, and you cannot change the subconscious mind by just thinking about it. That's why the power of positive thinking will not work for most people. The subconscious mind is like a tape player. Until you change the tape, it will not change.	0	worldview
Virtually nothing is impossible in this world if you just put your mind to it and maintain a positive attitude.	1	advice
Positive thinking is the notion that if you think good thoughts, things will work out well. Optimism is the feeling of thinking things will be well and be hopeful.	1	worldview
I'm a really, really optimistic and really, really positive person. My main thing is, 'Enjoy life. Celebrate life.'	1	affirmation
By nature, I'm a very positive person, and because I'm happy in myself, and in my life, and I've got a great husband, and beautiful children, and I have a job that I love that calls for a certain amount of emotional expression, I get to realise a lot of my dreams and aspirations.	0	personal-experience
Instead of drifting along like a leaf in a river, understand who you are and how you come across to people and what kind of an impact you have on the people around you and the community around you and the world, so that when you go out, you can feel you have made a positive difference.	0	advice
All personality traits have their good side and their bad side. But for a long time, we've seen introversion only through its negative side and extroversion mostly through its positive side.	0	worldview
My mom is the most positive person. She has always had a smile on her face no matter what came her way. After seeing that, I'm not going to let a little cellulite get in the way of my happiness!	1	personal-experience
For me, life is about being positive and hopeful, choosing to be joyful, choosing to be encouraging, choosing to be empowering.	1	affirmation
Reggae has a philosophy, you know? It's not just entertainment. There's an idea behind it, a way of life behind the music, which is a positive way of life, which is a progressive way of life for better people.	1	advice
Building mental strength is about regulating your emotions, managing your thoughts, and behaving in a positive manner, despite your circumstances.	1	worldview
I want to make sure I always show off my smile and have a positive attitude the whole time, whether it's during a performance, practice, or doing an interview.	1	affirmation
Men are liars. We'll lie about lying if we have to. I'm an algebra liar. I figure two good lies make a positive.	0	worldview
